date;department;category;region;budget_amount;actual_amount;payment_method;transaction_id
24/10/2023;HR;Utilities;Central;23612;57431;Cash;TXN101580
28/2/2023;Marketing;Utilities;Central;105803;46284;UPI;TXN101609
14/3/2021;HR;Utilities;Central;113849;81208;Card;TXN101690
29/5/2021;Marketing;Utilities;Central;140062;42492;UPI;TXN101702
15/4/2023;Marketing;Utilities;Central;115634;145745;Cash;TXN101756
28/12/2021;HR;Utilities;Central;95625;77158;Bank Transfer;TXN102012
26/12/2022;Finance;Utilities;Central;50579;42769;Cash;TXN102131
24/7/2021;Finance;Utilities;Central;123921;115850;Card;TXN102141
19/7/2023;Marketing;Utilities;Central;140891;40391;Cash;TXN102283
1/1/2021;IT;Utilities;Central;145460;153206;Cash;TXN102327
5/5/2023;Finance;Utilities;Central;17247;165885;UPI;TXN102329
11/2/2022;HR;Utilities;Central;40766;160797;Cash;TXN102345
8/10/2021;Marketing;Utilities;Central;122039;144549;Cash;TXN102355
23/7/2023;Finance;Utilities;Central;27921;17038;Cash;TXN102375
13/10/2021;Finance;Utilities;Central;29411;93050;Cash;TXN102379
16/11/2021;Marketing;Utilities;Central;33586;96394;Bank Transfer;TXN102381
10/10/2023;IT;Utilities;Central;124462;163562;Bank Transfer;TXN102404
25/11/2023;Marketing;Utilities;Central;31116;63434;Cash;TXN102405
22/5/2021;Marketing;Utilities;Central;11998;114097;Cash;TXN102448
8/2/2022;Finance;Utilities;Central;104766;32613;UPI;TXN102456
7/3/2022;Marketing;Utilities;Central;88737;90299;UPI;TXN102489
23/2/2022;Finance;Utilities;Central;64565;107412;Cash;TXN102518
3/7/2023;IT;Utilities;Central;119239;106312;Card;TXN102546
25/12/2021;HR;Utilities;Central;53527;43294;Card;TXN102602
11/2/2022;Finance;Utilities;Central;14406;126520;Cash;TXN102640
25/1/2021;Marketing;Utilities;Central;110980;136091;Bank Transfer;TXN102686
23/6/2023;IT;Utilities;Central;24332;117833;Cash;TXN102716
3/1/2023;HR;Utilities;Central;90954;63801;Card;TXN102720
29/7/2023;IT;Utilities;Central;93511;62439;Cash;TXN102758
3/5/2022;HR;Utilities;Central;146683;100550;Card;TXN102816
15/8/2021;Marketing;Utilities;Central;77330;67117;Card;TXN102821
21/8/2022;IT;Utilities;Central;105447;146554;UPI;TXN102918
28/12/2021;HR;Utilities;Central;98557;66060;Card;TXN102955
25/10/2023;Marketing;Utilities;Central;59308;152158;Cash;TXN103045
1/12/2022;IT;Utilities;Central;103737;130765;UPI;TXN103058
9/11/2021;Marketing;Utilities;Central;12720;155487;Card;TXN103109
12/11/2023;Marketing;Utilities;Central;33306;38678;Card;TXN103150
24/5/2022;Marketing;Utilities;Central;68501;29409;UPI;TXN103303
22/12/2022;HR;Utilities;Central;102460;115039;Card;TXN103399
9/8/2023;Finance;Utilities;Central;149102;49581;Bank Transfer;TXN103502
15/7/2022;Finance;Utilities;Central;145610;28117;UPI;TXN103510
8/5/2023;IT;Utilities;Central;26504;44942;Card;TXN103531
23/1/2022;Marketing;Utilities;Central;34275;94223;Card;TXN103572
25/4/2022;Finance;Utilities;Central;69006;103586;Card;TXN103602
16/6/2022;Finance;Utilities;Central;105814;62444;Card;TXN103679
1/3/2023;Marketing;Utilities;Central;52290;33875;Cash;TXN103756
25/12/2023;HR;Utilities;Central;67247;158076;Card;TXN103764
1/9/2023;Marketing;Utilities;Central;142759;147398;Cash;TXN103885
19/5/2021;Marketing;Utilities;Central;30141;65673;Cash;TXN103910
6/5/2023;IT;Utilities;Central;140946;15782;Bank Transfer;TXN103911
18/11/2023;IT;Utilities;Central;16553;51232;Card;TXN103920
2/1/2022;Marketing;Utilities;Central;18201;53968;UPI;TXN103942
2/5/2023;HR;Utilities;Central;116234;52330;Bank Transfer;TXN103974
5/3/2022;Marketing;Utilities;Central;76962;84702;Card;TXN104051
25/5/2021;HR;Utilities;Central;22249;168518;UPI;TXN104091
20/7/2021;HR;Utilities;Central;80977;42740;Cash;TXN104113
15/12/2022;Marketing;Utilities;Central;77359;110547;UPI;TXN104165
23/11/2022;HR;Utilities;Central;20059;140272;UPI;TXN104267
5/10/2021;Marketing;Utilities;Central;110231;152516;Bank Transfer;TXN104280
5/5/2022;IT;Utilities;Central;95430;94474;Bank Transfer;TXN104322
14/7/2021;HR;Utilities;Central;120219;97910;UPI;TXN104380
21/2/2023;IT;Utilities;Central;140386;145017;UPI;TXN104499
17/5/2022;HR;Utilities;Central;146082;166203;UPI;TXN104533
12/1/2022;Finance;Utilities;Central;81124;24647;Bank Transfer;TXN104543
15/11/2023;HR;Utilities;Central;81887;35544;UPI;TXN104594
24/5/2021;Finance;Utilities;Central;25660;86490;UPI;TXN104596
9/3/2022;Marketing;Utilities;Central;96991;135300;Bank Transfer;TXN104600
24/6/2022;IT;Utilities;Central;31420;53105;Bank Transfer;TXN104706
23/2/2022;Finance;Utilities;Central;87899;85164;UPI;TXN104707
27/2/2021;HR;Utilities;Central;32244;30224;Cash;TXN104746
15/1/2021;Finance;Utilities;Central;10275;138423;Bank Transfer;TXN104792
24/9/2021;Marketing;Utilities;Central;38646;168590;Bank Transfer;TXN104814
2/5/2023;IT;Utilities;Central;84323;93854;Card;TXN104840
2/7/2021;IT;Utilities;Central;88615;70652;UPI;TXN104852
18/12/2021;Marketing;Utilities;Central;39045;105055;Bank Transfer;TXN104926
10/5/2021;HR;Utilities;Central;13133;61728;UPI;TXN104955
30/6/2022;Finance;Utilities;Central;18301;114437;Card;TXN105112
8/11/2023;HR;Utilities;Central;59155;166900;Cash;TXN105264
24/6/2023;Marketing;Utilities;Central;129142;152119;Bank Transfer;TXN105350
14/9/2022;Marketing;Utilities;Central;133378;114439;Cash;TXN105395
14/10/2023;IT;Utilities;Central;83239;105747;Bank Transfer;TXN105417
22/2/2023;IT;Utilities;Central;125697;159690;Cash;TXN105443
11/12/2022;Finance;Utilities;Central;36154;90663;Cash;TXN105454
10/9/2022;Finance;Utilities;Central;18616;66233;Bank Transfer;TXN105491
28/4/2023;HR;Utilities;Central;110892;21135;Bank Transfer;TXN105513
21/10/2021;HR;Utilities;Central;71763;52835;Card;TXN105540
9/12/2022;Finance;Utilities;Central;120260;91899;UPI;TXN105572
30/6/2022;HR;Utilities;Central;29256;40678;Cash;TXN105596
27/6/2021;Marketing;Utilities;Central;76351;157506;Card;TXN105740
29/6/2021;HR;Utilities;Central;78585;162992;Bank Transfer;TXN105797
31/12/2022;Finance;Utilities;Central;88754;75120;Cash;TXN105821
13/1/2023;Marketing;Utilities;Central;142559;23168;Cash;TXN105867
23/3/2022;Finance;Utilities;Central;120260;17433;Cash;TXN105904
7/11/2022;Marketing;Utilities;Central;81367;118632;UPI;TXN105925
28/4/2023;HR;Utilities;Central;144534;100419;Cash;TXN105975
29/11/2023;IT;Utilities;Central;50435;107407;Bank Transfer;TXN106045
16/11/2021;Finance;Utilities;Central;128055;75241;Cash;TXN106124
19/4/2022;Finance;Utilities;Central;142011;105113;Card;TXN106151
1/2/2022;Marketing;Utilities;Central;44221;65580;Cash;TXN106180
23/8/2023;IT;Utilities;Central;121847;149943;Card;TXN106229
13/10/2022;IT;Utilities;Central;54487;10317;UPI;TXN106285
31/1/2021;IT;Utilities;Central;115959;83157;UPI;TXN106349
10/7/2023;HR;Utilities;Central;39488;42912;Card;TXN106372
5/7/2021;Finance;Utilities;Central;89963;144299;Bank Transfer;TXN106425
10/7/2023;Marketing;Utilities;Central;88755;44473;Cash;TXN106442
27/11/2023;HR;Utilities;Central;60387;161023;Bank Transfer;TXN106488
13/7/2023;HR;Utilities;Central;138245;8749;UPI;TXN106520
4/9/2022;Marketing;Utilities;Central;41881;150212;Bank Transfer;TXN106555
10/12/2022;Finance;Utilities;Central;82820;105768;UPI;TXN106666
14/12/2021;Marketing;Utilities;Central;60767;163015;UPI;TXN106687
24/5/2023;HR;Utilities;Central;14200;61968;Bank Transfer;TXN106741
26/2/2022;IT;Utilities;Central;19890;120725;Cash;TXN106777
13/5/2021;Marketing;Utilities;Central;98618;120343;Cash;TXN106824
11/10/2023;IT;Utilities;Central;94590;53217;Cash;TXN106842
7/8/2021;HR;Utilities;Central;97197;75323;Card;TXN106856
18/4/2023;IT;Utilities;Central;103324;30755;Card;TXN106863
3/7/2023;Marketing;Utilities;Central;27205;123126;Bank Transfer;TXN106880
9/6/2023;HR;Utilities;Central;27725;118945;UPI;TXN106902
19/12/2022;HR;Utilities;Central;42272;55647;Cash;TXN106949
1/3/2023;IT;Utilities;Central;41785;16649;Card;TXN107075
7/7/2021;IT;Utilities;Central;33519;66487;Card;TXN107198
29/11/2021;IT;Utilities;Central;86347;94939;Bank Transfer;TXN107208
28/12/2023;IT;Utilities;Central;12509;20232;Cash;TXN107258
21/3/2022;IT;Utilities;Central;78208;106189;Card;TXN107259
9/6/2022;IT;Utilities;Central;118797;135742;Cash;TXN107274
9/4/2022;IT;Utilities;Central;141404;168278;Bank Transfer;TXN107302
20/9/2022;Marketing;Utilities;Central;126546;147480;Cash;TXN107405
14/8/2023;HR;Utilities;Central;74896;62324;Bank Transfer;TXN107507
25/5/2022;IT;Utilities;Central;67534;72030;Cash;TXN107567
23/7/2023;HR;Utilities;Central;14158;68086;Cash;TXN107590
20/3/2023;IT;Utilities;Central;80074;54023;UPI;TXN107623
6/1/2021;IT;Utilities;Central;15523;64091;Bank Transfer;TXN107637
4/4/2022;HR;Utilities;Central;111427;134039;UPI;TXN107687
21/11/2021;Marketing;Utilities;Central;140972;110138;Bank Transfer;TXN107700
25/3/2023;HR;Utilities;Central;74739;97256;Bank Transfer;TXN107787
7/1/2021;HR;Utilities;Central;26238;155939;Card;TXN107816
8/9/2022;Finance;Utilities;Central;105942;123849;Bank Transfer;TXN107820
24/2/2023;Finance;Utilities;Central;125729;23384;Cash;TXN107866
26/4/2023;Finance;Utilities;Central;75055;139648;UPI;TXN107966
21/3/2023;Marketing;Utilities;Central;26005;43786;Bank Transfer;TXN107984
10/11/2023;IT;Utilities;Central;20534;101988;Card;TXN107989
11/6/2023;HR;Utilities;Central;10816;138639;Card;TXN107993
30/4/2023;Finance;Utilities;Central;42649;102775;Bank Transfer;TXN108050
8/2/2021;HR;Utilities;Central;127884;140629;Cash;TXN108085
10/1/2023;HR;Utilities;Central;56637;95464;UPI;TXN108135
24/9/2021;Marketing;Utilities;Central;86033;8688;UPI;TXN108287
8/11/2022;IT;Utilities;Central;57993;42920;Cash;TXN108309
27/6/2022;Marketing;Utilities;Central;33801;44169;Cash;TXN108347
11/4/2021;HR;Utilities;Central;49162;38246;Cash;TXN108352
7/5/2021;Finance;Utilities;Central;73689;77072;Card;TXN108368
20/2/2022;HR;Utilities;Central;27035;138170;Card;TXN108389
8/1/2021;IT;Utilities;Central;64850;38991;Bank Transfer;TXN108461
28/8/2023;Finance;Utilities;Central;116383;95890;Card;TXN108505
6/5/2023;HR;Utilities;Central;12523;69208;UPI;TXN108523
29/5/2023;HR;Utilities;Central;109964;89435;Card;TXN108524
15/3/2021;IT;Utilities;Central;113218;168360;Bank Transfer;TXN108565
6/5/2022;Marketing;Utilities;Central;63816;12534;Cash;TXN108670
2/11/2023;Finance;Utilities;Central;13038;105429;Card;TXN108702
25/12/2022;Marketing;Utilities;Central;82036;49732;Card;TXN108704
28/9/2021;IT;Utilities;Central;56853;34902;Cash;TXN108716
25/2/2023;Marketing;Utilities;Central;139442;83103;UPI;TXN108738
9/12/2021;Finance;Utilities;Central;138782;108783;Cash;TXN108801
23/8/2021;Marketing;Utilities;Central;98062;94233;Card;TXN108855
31/8/2021;Marketing;Utilities;Central;92803;38073;Cash;TXN108890
13/1/2023;HR;Utilities;Central;142091;20039;Bank Transfer;TXN108918
11/5/2021;Marketing;Utilities;Central;21708;114928;UPI;TXN108936
8/1/2021;Finance;Utilities;Central;39228;115456;Cash;TXN108949
1/2/2021;Marketing;Utilities;Central;106780;87619;Cash;TXN108951
17/6/2022;HR;Utilities;Central;50407;46938;Cash;TXN109058
7/3/2022;Marketing;Utilities;Central;20621;16458;Card;TXN109067
12/9/2021;Finance;Utilities;Central;46225;58862;UPI;TXN109106
2/12/2021;Marketing;Utilities;Central;99274;143251;Cash;TXN109108
31/7/2021;IT;Utilities;Central;63805;85425;Card;TXN109117
17/10/2022;Marketing;Utilities;Central;73011;44350;UPI;TXN109181
12/5/2021;Finance;Utilities;Central;89842;164591;Bank Transfer;TXN109186
2/4/2022;HR;Utilities;Central;142996;34361;Cash;TXN109188
13/8/2022;IT;Utilities;Central;85919;121998;Bank Transfer;TXN109286
24/9/2022;HR;Utilities;Central;17139;69326;Bank Transfer;TXN109312
14/1/2021;Finance;Utilities;Central;53415;21067;Cash;TXN109372
23/4/2021;IT;Utilities;Central;117435;9426;UPI;TXN109441
21/11/2022;Marketing;Utilities;Central;110193;136504;UPI;TXN109521
19/12/2022;Marketing;Utilities;Central;118754;153585;UPI;TXN109784
21/10/2022;IT;Utilities;Central;39927;124912;Bank Transfer;TXN109814
13/1/2021;Marketing;Utilities;Central;34019;12010;Card;TXN109835
10/1/2023;HR;Utilities;Central;144529;42951;Card;TXN109883
9/10/2021;HR;Utilities;Central;105929;41223;Cash;TXN109904
29/10/2023;Finance;Utilities;Central;86723;148863;Cash;TXN109918
9/8/2021;HR;Utilities;Central;55663;116578;UPI;TXN109932
19/7/2022;Operations;Utilities;Central;64150;56793;Cash;TXN100040
11/2/2022;Operations;Utilities;Central;15825;146080;Card;TXN100094
27/3/2023;Operations;Utilities;Central;73566;136404;Card;TXN100194
22/4/2022;Operations;Utilities;Central;138529;101399;Cash;TXN100242
5/1/2021;Operations;Utilities;Central;86693;14522;Cash;TXN100306
3/6/2021;Operations;Utilities;Central;88107;126016;Bank Transfer;TXN100339
28/8/2022;Operations;Utilities;Central;72058;76907;UPI;TXN100387
11/8/2022;Operations;Utilities;Central;92567;43629;Card;TXN100445
31/5/2023;Operations;Utilities;Central;12917;93407;UPI;TXN100723
12/9/2022;Operations;Utilities;Central;33066;29947;Bank Transfer;TXN101095
29/10/2023;Operations;Utilities;Central;141855;169528;Cash;TXN101527
3/9/2021;Operations;Utilities;Central;148326;118831;UPI;TXN101850
19/1/2021;Operations;Utilities;Central;78079;89947;Card;TXN102006
26/11/2022;Operations;Utilities;Central;87400;124075;Card;TXN102393
26/3/2022;Operations;Utilities;Central;129358;128507;Bank Transfer;TXN102505
13/7/2021;Operations;Utilities;Central;58187;72859;Cash;TXN102695
21/10/2023;Operations;Utilities;Central;63897;116306;Bank Transfer;TXN102794
15/12/2021;Operations;Utilities;Central;28798;32067;Card;TXN102979
28/8/2022;Operations;Utilities;Central;73628;43666;UPI;TXN102986
22/4/2021;Operations;Utilities;Central;130862;32094;UPI;TXN103033
7/9/2022;Operations;Utilities;Central;145688;82907;Card;TXN103034
6/7/2023;Operations;Utilities;Central;63155;110798;Bank Transfer;TXN103097
22/1/2022;Operations;Utilities;Central;88566;159622;UPI;TXN103294
31/7/2023;Operations;Utilities;Central;136239;121385;Cash;TXN103470
2/11/2022;Operations;Utilities;Central;101978;68118;Bank Transfer;TXN103513
10/8/2023;Operations;Utilities;Central;121109;137849;Cash;TXN103705
5/2/2021;Operations;Utilities;Central;95424;112608;UPI;TXN103752
15/6/2021;Operations;Utilities;Central;31009;38152;Bank Transfer;TXN103754
23/1/2022;Operations;Utilities;Central;130963;166262;Card;TXN103837
30/11/2022;Operations;Utilities;Central;55940;32687;Bank Transfer;TXN103852
25/1/2022;Operations;Utilities;Central;11716;66781;Card;TXN103901
26/1/2021;Operations;Utilities;Central;83790;20192;UPI;TXN104066
21/2/2021;Operations;Utilities;Central;40762;67472;Cash;TXN104472
30/8/2022;Operations;Utilities;Central;66868;58717;UPI;TXN104570
20/10/2022;Operations;Utilities;Central;26059;38344;Card;TXN104649
24/3/2023;Operations;Utilities;Central;44495;166882;Cash;TXN104726
18/6/2023;Operations;Utilities;Central;129752;71242;UPI;TXN104875
12/8/2021;Operations;Utilities;Central;106974;130686;Bank Transfer;TXN104904
20/4/2023;Operations;Utilities;Central;72176;108945;UPI;TXN105024
23/5/2023;Operations;Utilities;Central;87674;155460;UPI;TXN105993
25/4/2021;Operations;Utilities;Central;121290;86963;Bank Transfer;TXN106036
4/11/2022;Operations;Utilities;Central;78234;146433;UPI;TXN106234
29/1/2021;Operations;Utilities;Central;20675;132614;Card;TXN106290
10/9/2022;Operations;Utilities;Central;41649;106474;Bank Transfer;TXN106478
15/4/2021;Operations;Utilities;Central;29076;109428;Cash;TXN106645
11/7/2021;Operations;Utilities;Central;116573;139172;Card;TXN106733
17/12/2022;Operations;Utilities;Central;64326;133647;Card;TXN107121
27/8/2023;Operations;Utilities;Central;111996;127976;Bank Transfer;TXN107231
28/4/2021;Operations;Utilities;Central;112095;157709;UPI;TXN107575
26/6/2023;Operations;Utilities;Central;107218;104156;UPI;TXN107650
23/8/2022;Operations;Utilities;Central;98533;32539;Cash;TXN107898
22/8/2022;Operations;Utilities;Central;143049;95175;Cash;TXN107924
17/6/2023;Operations;Utilities;Central;33933;9298;Bank Transfer;TXN107971
4/5/2023;Operations;Utilities;Central;135764;166205;Cash;TXN108013
9/11/2023;Operations;Utilities;Central;144091;27965;Cash;TXN108024
18/8/2022;Operations;Utilities;Central;80827;46607;Card;TXN108537
11/2/2021;Operations;Utilities;Central;80242;123445;Bank Transfer;TXN108593
15/9/2021;Operations;Utilities;Central;118135;118475;Card;TXN108617
18/5/2023;Operations;Utilities;Central;53404;160499;Cash;TXN108768
29/7/2022;Operations;Utilities;Central;28150;120559;UPI;TXN109092
5/4/2022;Operations;Utilities;Central;143609;67500;Cash;TXN109298
14/1/2023;Operations;Utilities;Central;103856;74458;Card;TXN109422
21/4/2022;Operations;Utilities;Central;61807;42759;UPI;TXN109634
17/12/2021;Operations;Utilities;Central;67063;79853;UPI;TXN109780
27/11/2021;Sales;Utilities;Central;121895;64314;UPI;TXN100004
9/7/2021;Sales;Utilities;Central;47146;62758;UPI;TXN100024
21/12/2022;Sales;Utilities;Central;64169;56442;UPI;TXN100062
14/10/2023;Sales;Utilities;Central;88775;52889;Bank Transfer;TXN100185
29/3/2022;Sales;Utilities;Central;140576;48632;UPI;TXN100234
1/3/2023;Sales;Utilities;Central;53520;83919;Card;TXN100336
9/11/2023;Sales;Utilities;Central;12640;9080;Cash;TXN100417
27/6/2022;Sales;Utilities;Central;131865;127086;UPI;TXN100712
28/10/2022;Sales;Utilities;Central;108273;12302;Card;TXN100890
13/9/2023;Sales;Utilities;Central;149139;118994;Cash;TXN101100
14/1/2021;Sales;Utilities;Central;47219;83386;Cash;TXN101396
15/4/2022;Sales;Utilities;Central;13534;69964;Card;TXN101611
4/11/2022;Sales;Utilities;Central;53872;36822;Bank Transfer;TXN101663
1/9/2022;Sales;Utilities;Central;103125;66259;Card;TXN101830
29/3/2021;Sales;Utilities;Central;86474;103117;Card;TXN101998
4/12/2023;Sales;Utilities;Central;73134;97957;Card;TXN101999
23/12/2023;Sales;Utilities;Central;111019;139101;Bank Transfer;TXN102368
2/12/2022;Sales;Utilities;Central;125400;53609;UPI;TXN102451
14/12/2022;Sales;Utilities;Central;116951;101909;Bank Transfer;TXN102509
17/4/2023;Sales;Utilities;Central;15505;44534;Card;TXN102557
16/10/2021;Sales;Utilities;Central;132378;52178;Bank Transfer;TXN103180
9/4/2023;Sales;Utilities;Central;89035;46787;Bank Transfer;TXN103366
12/7/2023;Sales;Utilities;Central;113519;83014;Cash;TXN103567
5/5/2023;Sales;Utilities;Central;146802;169692;Card;TXN103640
20/7/2021;Sales;Utilities;Central;14753;120008;Bank Transfer;TXN103788
23/12/2023;Sales;Utilities;Central;124289;28062;Cash;TXN103913
25/5/2023;Sales;Utilities;Central;45132;29329;Cash;TXN103990
8/3/2022;Sales;Utilities;Central;26486;70165;Cash;TXN104088
6/7/2021;Sales;Utilities;Central;140557;96790;Cash;TXN104201
23/8/2023;Sales;Utilities;Central;14937;161448;Card;TXN104385
2/10/2023;Sales;Utilities;Central;95263;131934;Bank Transfer;TXN104390
22/11/2021;Sales;Utilities;Central;145531;156824;Card;TXN104413
5/3/2023;Sales;Utilities;Central;141448;163885;Card;TXN104714
11/10/2023;Sales;Utilities;Central;28238;168275;Card;TXN104859
6/11/2021;Sales;Utilities;Central;61996;14182;UPI;TXN104940
12/11/2023;Sales;Utilities;Central;80498;18375;Card;TXN104946
15/4/2022;Sales;Utilities;Central;49735;87968;Bank Transfer;TXN105012
24/11/2022;Sales;Utilities;Central;91092;34714;Card;TXN105067
18/7/2021;Sales;Utilities;Central;28868;109703;Card;TXN105232
17/2/2023;Sales;Utilities;Central;94560;110704;Card;TXN105298
10/3/2022;Sales;Utilities;Central;21329;24844;Bank Transfer;TXN105527
16/1/2023;Sales;Utilities;Central;112318;130015;Bank Transfer;TXN105533
12/6/2022;Sales;Utilities;Central;98203;104446;Bank Transfer;TXN105577
5/3/2022;Sales;Utilities;Central;60065;51864;Cash;TXN105675
9/3/2023;Sales;Utilities;Central;56787;134821;Cash;TXN105687
19/4/2023;Sales;Utilities;Central;73871;93966;Bank Transfer;TXN105828
28/8/2023;Sales;Utilities;Central;61121;88002;UPI;TXN105918
24/9/2022;Sales;Utilities;Central;44867;152450;Cash;TXN106112
2/8/2023;Sales;Utilities;Central;95120;99414;UPI;TXN106255
